gender,age
Male,2
Male,46
Female,29
Female,6
Male,32
Female,16
Female,44
Female,23
Male,48
Female,34
Male,78
Female,42
Male,14
Female,40
Male,10
Female,39
Female,42
Male,47
Male,14
Male,45
Male,58
Female,73
Female,62
Female,62
Female,51
Male,0.8
Female,57
Female,8
Female,69
Female,16
Female,56
Female,41
Female,1.24
Female,42
Male,57
Male,20
Female,8
Male,43
Male,62
Male,42
Male,50
Female,63
Male,80
Female,13
Female,20
Female,71
Female,50
Female,76
Female,41
Male,76
Female,78
Male,5
Male,29
Female,43
Female,49
Male,70
Male,24
Female,41
Male,20
Male,34
Male,32
Male,27
Female,44
Male,20
Female,52
Female,57
Male,29
Female,16
Female,35
Female,5
Male,63
Male,59
Male,63
Male,52
Female,50
Female,43
Female,27
Male,30
Female,8
Male,75
Male,14
Female,23
Male,6
Female,37
Male,38
Male,3
Female,26
Female,58
Male,57
Male,58
Male,76
Female,68
Female,79
Male,34
Male,75
Male,11
Male,71
Female,40
Female,24
Male,0.64
Female,82
Male,32
Female,81
Female,33
Female,79
Female,62
Male,39
Female,60
Male,48
Male,24
Female,70
Female,17
Female,56
Female,3
Male,65
Male,72
Male,10
Male,29
Female,44
Male,46
Male,33
Male,63
Male,0.24
Male,55
Female,56
Male,50
Male,78
Male,63
Female,31
Male,65
Male,51
Male,60
Male,69
Female,23
Male,46
Female,16
Female,26
Female,44
Female,56
Female,23
Female,38
Female,18
Female,63
Male,23
Male,32
Male,8
Male,77
Female,41
Female,34
Male,25
Female,35
Male,15
Male,1.64
Male,4
Female,33
Male,28
Female,37
Female,50
Female,76
Female,72
Male,16
Male,44
Male,46
Male,46
Female,73
Female,29
Male,19
Female,27
Female,36
Female,61
Female,9
Female,25
Female,68
Female,26
Female,17
Male,75
Male,34
Male,53
Female,18
Male,48
Female,5
Male,79
Male,16
Female,32
Male,70
Male,55
Female,70
Female,51
Female,39
Male,79
Male,80
Female,34
Male,59
Female,54
Female,22
Female,21
Female,4
Female,26
Male,62
Female,33
Male,51
Female,75
Male,42
Female,82
Female,61
Female,62
Male,59
Female,31
Male,12
Female,76
Male,71
Female,15
Male,44
Male,30
Female,47
Female,47
Female,60
Male,62
Female,47
Male,78
Female,35
Male,71
Female,57
Male,12
Male,26
Male,33
Male,60
Female,35
Female,10
Male,50
Female,44
Female,73
Female,41
Female,7
Male,45
Female,60
Female,49
Female,45
Female,55
Female,54
Female,39
Male,76
Female,28
Female,70
Male,28
Male,79
Male,30
Female,26
Female,57
Female,16
Male,40
Male,77
Female,67
Female,36
Female,40
Male,2
Male,52
Female,78
Female,22
Male,33
Male,40
Female,20
Male,19
Male,25
Female,23
Female,28
Female,6
Female,37
Female,10
Female,34
Female,60
Female,22
Female,62
Female,52
Male,61
Female,10
Male,36
Female,29
Female,69
Female,62
Male,62
Female,79
Male,13
Female,38
Male,49
Female,41
Male,56
Female,8
Female,24
Female,61
Female,40
Female,22
Female,80
Female,60
Female,57
Female,55
Female,39
Female,51
Female,47
Male,77
Female,32
Female,45
Female,49
Male,13
Female,74
Female,72
Female,57
Male,51
Female,55
Male,73
Male,12
Female,6
Female,76
Female,38
Female,50
Female,75
Female,1.16
Male,32
Male,12
Male,32
Female,13
Male,1.32
Female,63
Female,29
Male,53
Female,49
Male,81
Male,66
Female,42
Female,61
Female,52
Male,8
Male,82
Female,43
Female,4
Male,58
Female,45
Female,62
Male,42
Female,72
Female,9
Female,31
Female,20
Male,22
Female,23
Female,57
Male,52
Female,64
Female,26
Male,54
Male,32
Female,66
Male,13
Female,77
Male,18
Male,11
Female,16
Female,73
Male,44
Male,36
Male,10
Female,54
Female,42
Female,52
Male,32
Male,43
Female,28
Female,79
Male,11
Female,75
Male,55
Male,78
Female,48
Male,73
Female,56
Male,54
Female,55
Female,65
Female,69
Female,29
Female,64
Female,16
Female,75
Female,17
Male,42
Male,78
Male,24
Female,68
Male,50
Male,52
Female,82
Male,56
Male,56
Male,18
Female,33
Female,57
Male,30
Female,52
Female,3
Male,39
Male,44
Female,33
Male,24
Female,24
Male,54
Female,72
Female,37
Female,36
Female,22
Female,68
Male,24
Female,35
Female,32
Female,52
Male,21
Female,82
Male,33
Male,62
Female,57
Male,14
Male,60
Female,63
Female,50
Female,12
Male,80
Female,74
Male,46
Female,66
Male,26
Female,70
Female,62
Male,15
Male,67
Male,63
Female,42
Female,49
Male,78
Female,31
Male,67
Female,52
Female,61
Male,41
Female,73
Female,64
Male,65
Female,81
Female,47
Male,40
Male,46
Female,2
Male,56
Male,54
Female,26
Female,45
Female,57
Female,78
Male,2
Male,76
Female,51
Female,54
Female,36
Female,57
Female,25
Female,7
Female,76
Female,45
Female,66
Female,45
Female,79
Female,25
Female,53
Female,35
Female,78
Female,32
Male,0.56
Female,26
Female,34
Female,65
Female,15
Female,17
Female,71
Female,42
Male,30
Female,75
Male,9
Male,47
Female,75
Female,61
Male,61
Female,27
Female,55
Female,2
Female,51
Female,45
Male,36
Male,46
Female,48
Female,79
Female,50
Female,79
Male,32
Female,36
Female,27
Female,22
Female,5
Male,9
Male,31
Female,26
Male,43
Female,33
Male,34
Male,66
Female,44
Female,56
Female,67
Male,18
Male,55
Male,61
Male,0.08
Male,48
Male,44
Female,68
Male,52
Male,15
Male,2
Male,60
Female,37
Female,5
Female,25
Male,52
Female,79
Male,61
Male,36
Male,34
Female,2
Male,43
Female,1.48
Female,49
Female,2
Female,82
Female,81
Male,81
Female,1.08
Male,60
Male,1.88
Female,58
Female,8
Female,9
Female,34
Female,23
Female,74
Male,72
Male,47
Female,56
Male,5
Male,27
Female,38
Male,13
Female,41
Female,50
Female,41
Male,6
Female,62
Male,4
Female,59
Male,63
Male,9
Male,41
Female,72
Female,45
Male,80
Female,19
Male,37
Female,58
Male,77
Male,38
Male,49
Female,20
Male,23
Male,55
Male,16
Male,81
Female,23
Male,82
Male,48
Male,56
Male,61
Male,43
Female,39
Female,22
Male,41
Male,37
Female,65
Female,8
Female,51
Male,63
Female,48
Female,17
Female,53
Female,75
Female,51
Male,51
Female,41
Female,75
Male,57
Female,33
Female,72
Female,52
Male,11
Female,28
Female,78
Female,82
Male,74
Female,31
Female,53
Male,0.24
Female,67
Female,17
Female,29
Female,56
Female,15
Female,29
Female,79
Female,82
Male,17
Male,8
Male,23
Female,36
Male,47
Male,24
Female,60
Female,63
Male,44
Male,38
Female,26
Female,18
Male,18
Male,13
Male,13
Female,47
Female,80
Female,24
Female,72
Male,5
Female,51
Female,82
Male,5
Male,66
Female,53
Female,15
Female,53
Female,78
Female,62
Male,41
Female,49
Female,41
Female,78
Male,14
Female,1.48
Male,71
Male,32
Male,16
Female,68
Male,0.56
Female,59
Male,32
Male,58
Female,40
Female,41
Female,21
Female,1.88
Male,55
Female,67
Male,49
Female,42
Female,54
Female,25
Male,62
Male,75
Female,72
Female,14
Female,38
Male,59
Female,23
Female,63
Male,82
Male,34
Female,8
Female,28
Female,49
Female,24
Male,17
Female,69
Female,58
Male,50
Male,5
Female,34
Female,64
Male,47
Female,61
Male,14
Female,57
Male,53
Male,67
Female,57
Female,38
Female,13
Female,37
Male,39
Female,13
Male,57
Female,11
Female,68
Male,79
Female,24
Female,44
Female,46
Female,66
Female,61
Female,16
Female,37
Female,43
Female,27
Male,44
Male,14
Male,81
Male,52
Male,54
Female,77
Male,27
Female,35
Female,30
Female,48
Female,15
Female,26
Female,38
Male,29
Male,49
Female,55
Male,52
Male,49
Female,21
Female,24
Male,18
Male,52
Male,70
Female,51
Male,58
Female,46
Female,79
Female,11
Female,61
Male,51
Female,21
Female,71
Female,13
Male,16
Female,61
Female,49
Male,65
Male,40
Female,44
Male,11
Female,20
Male,24
Female,44
Male,5
Male,41
Female,23
Female,7
Female,74
Male,61
Female,80
Female,35
Female,43
Male,25
Male,72
Female,45
Male,9
Male,33
Male,53
Female,67
Male,59
Female,1.32
Male,27
Female,41
Male,64
Female,55
Female,40
Male,33
Female,33
Male,39
Female,74
Male,38
Male,53
Male,22
Female,5
Male,24
Female,27
Male,41
Female,20
Female,71
Female,65
Male,38
Female,25
Male,53
Female,50
Female,1.24
Female,55
Female,38
Female,72
Male,43
Male,30
Female,69
Female,61
Female,34
Female,43
Female,62
Male,48
Female,37
Female,64
Male,51
Male,69
Female,75
Female,27
Female,49
Male,82
Female,36
Male,1.88
Male,45
Female,64
Male,32
Female,15
Female,1.64
Male,34
Male,17
Female,76
Male,61
Male,30
Female,18
Male,48
Male,0.16
Female,4
Male,38
Female,27
Female,50
Male,19
Male,8
Male,78
Male,0.8
Female,53
Female,73
Male,34
Male,58
Female,62
Female,78
Female,51
Male,78
Female,40
Female,35
Male,82
Female,46
Female,51
Female,53
Male,55
Female,43
Male,81
Male,12
Female,20
Female,53
Female,1.32
Female,22
Female,75
Female,66
Male,7
Female,26
Female,14
Female,32
Male,6
Female,42
Male,4
Male,75
Male,80
Female,52
Male,11
Male,14
Female,74
Male,58
Female,80
Female,31
Female,28
Female,25
Male,71
Female,51
Male,15
Male,45
Male,53
Male,69
Female,42
Female,4
Male,64
Female,5
Male,44
Male,78
Female,16
Female,69
Male,80
Female,7
Female,2
Female,80
Female,69
Male,58
Female,75
Female,60
Female,75
Female,10
Male,38
Male,28
Female,3
Female,31
Female,59
Female,31
Female,45
Female,58
Female,57
Male,31
Male,43
Female,40
Male,1.08
Male,34
Female,55
Female,39
Female,42
Male,44
Male,69
Male,16
Female,8
Female,1.48
Female,1.88
Female,69
Female,13
Female,53
Female,16
Male,64
Female,7
Male,41
Male,65
Male,61
Male,63
Male,1.8
Female,54
Female,14
Male,45
Male,51
Male,8
Male,52
Female,39
Female,13
Female,69
Male,71
Female,73
Female,54
Male,10
Female,26
Female,41
Male,71
Female,46
Male,15
Female,29
Male,8
Female,21
Female,56
Female,14
Female,78
Female,36
Female,57
Male,79
Male,26
Male,22
Male,72
Female,54
Male,8
Female,62
Female,28
Female,50
Male,7
Female,33
Male,55
Female,25
Female,25
Female,37
Male,58
Male,45
Female,60
Male,66
Male,80
Female,38
Female,11
Female,63
Male,19
Female,17
Female,19
Female,40
Male,49
Female,69
Female,46
Male,78
Female,63
Female,3
Female,1.8
Female,18
Female,46
Female,8
Female,53
Female,38
Female,74
Female,24
Male,78
Male,60
Male,12
Female,32
Male,5
Female,40
Female,19
Female,28
Female,61
Female,44
Male,50
Female,50
Female,18
Male,1.64
Female,37
Female,5
Female,39
Female,65
Female,26
Male,42
Female,34
Female,45
Male,43
Female,40
Male,35
Female,2
Female,61
Male,64
Female,32
Male,23
Female,51
Female,52
Female,75
Female,40
Male,39
Male,6
Female,32
Female,55
Female,23
Female,52
Male,58
Male,17
Male,3
Female,23
Male,56
Male,45
Female,14
Female,45
Female,57
Female,35
Female,8
Female,42
Male,8
Male,62
Female,43
Female,8
Male,40
Male,2
Female,27
Female,47
Female,53
Male,62
Male,50
Male,26
Female,19
Male,0.32
Female,45
Male,45
Female,54
Male,64
Male,2
Female,66
Female,73
Female,31
Female,1.88
Female,58
Male,12
Female,60
Male,32
Male,23
Male,26
Male,36
Female,3
Male,21
Female,67
Female,35
Female,26
Female,47
Male,81
Female,1.64
Male,52
Female,28
Female,45
Male,20
Male,1.56
Female,65
Male,45
Male,77
Male,37
Female,50
Female,0.56
Female,30
Female,31
Male,4
Male,65
Female,68
Female,63
Male,46
Female,54
Male,66
Female,29
Male,78
Male,56
Female,57
Female,2
Male,49
Male,31
Female,47
Male,37
Female,79
Female,65
Male,61
Female,66
Male,24
Male,66
Female,64
Female,38
Female,7
Female,63
Male,71
Male,18
Female,65
Male,57
Female,62
Male,1.8
Male,35
Female,50
Female,73
Female,23
Female,32
Female,38
Female,50
Female,39
Female,7
Female,15
Male,67
Male,8
Female,32
Male,5
Male,56
Male,49
Female,75
Female,11
Male,61
Male,76
Female,34
Male,20
Female,79
Female,24
Female,39
Female,55
Female,16
Male,36
Female,38
Male,20
Female,38
Female,52
Male,49
Female,80
Male,75
Female,13
Female,54
Male,28
Female,61
Male,0.16
Male,59
Male,12
Female,38
Male,15
Male,31
Male,52
Female,61
Male,50
Female,41
Male,20
Male,67
Female,45
Male,73
Female,52
Female,51
Female,56
Female,49
Male,10
Female,51
Male,57
Male,76
Female,28
Female,57
Male,39
Female,41
Female,72
Male,45
Male,33
Male,62
Female,27
Female,31
Female,24
Male,1.88
Female,28
Female,24
Female,30
Male,38
Female,1.64
Male,0.72
Male,57
Female,27
Female,30
Male,42
Male,36
Male,44
Male,59
Female,61
Female,18
Female,44
Male,16
Male,13
Male,9
Male,0.16
Female,81
Female,38
Female,58
Male,5
Female,64
Female,38
Female,56
Male,58
Male,9
Female,34
Female,79
Male,62
Female,60
Female,42
Female,59
Female,54
Male,59
Male,15
Female,14
Male,5
Male,17
Female,13
Female,48
Male,37
Female,69
Female,74
Male,54
Female,64
Female,26
Male,55
Female,74
Female,0.48
Female,41
Male,68
Male,9
Female,36
Male,17
Male,24
Female,69
Male,38
Female,69
Female,32
Female,25
Male,2
Male,79
Female,28
Female,16
Male,31
Male,66
Female,57
Female,61
Female,74
Female,70
Female,8
Female,49
Male,30
Male,51
Female,10
Female,34
Male,40
Male,3
Female,45
Male,4
Male,52
Male,68
Female,8
Female,82
Male,36
Female,42
Female,27
Male,55
Female,31
Male,82
Female,57
Female,78
Male,55
Male,51
Male,80
Female,17
Female,61
Female,62
Female,14
Female,62
Female,56
Male,41
Female,59
Male,29
Male,39
Male,66
Female,35
Female,36
Male,35
Male,26
Female,31
Female,56
Female,36
Female,41
Female,50
Female,42
Male,79
Male,57
Male,68
Female,25
Male,69
Female,42
Male,37
Female,2
Female,78
Female,36
Male,10
Male,39
Male,4
Female,48
Male,72
Male,63
Female,28
Female,80
Male,49
Male,57
Female,59
Female,43
Female,47
Male,54
Male,57
Male,56
Male,66
Male,18
Female,81
Male,30
Male,8
Male,55
Male,79
Female,49
Female,53
Female,26
Female,14
Male,25
Female,20
Female,18
Male,38
Female,72
Female,52
Female,82
Male,71
Male,46
Female,33
Female,37
Female,54
Female,5
Male,45
Male,14
Male,5
Female,35
Female,20
Male,51
Male,40
Female,79
Male,61
Male,33
Female,27
Female,28
Female,67
Female,35
Female,78
Female,20
Female,43
Female,27
Female,45
Female,11
Female,31
Female,30
Female,27
Female,34
Male,19
Female,3
Male,53
Male,81
Female,44
Female,59
Male,43
Male,32
Female,5
Female,31
Male,47
Female,12
Male,40
Female,49
Male,38
Female,15
Female,81
Male,48
Female,24
Male,47
Female,13
Female,16
Male,64
Female,11
Female,55
Male,38
Male,37
Female,34
Female,52
Female,50
Female,37
Female,55
Female,2
Male,68
Female,27
Female,17
Female,53
Male,5
Female,3
Female,20
Male,19
Female,31
Female,63
Female,49
Female,72
Female,50
Male,41
Male,40
Male,17
Male,3
Female,33
Female,12
Male,23
Male,31
Female,65
Female,43
Female,22
Male,7
Female,81
Female,10
Female,18
Female,5
Female,24
Female,45
Female,46
Male,64
Male,25
Female,12
Male,81
Male,65
Female,40
Male,81
Male,36
Female,32
Male,31
Male,55
Male,39
Female,17
Female,31
Female,36
Female,5
Female,29
Female,2
Female,62
Female,45
Female,18
Female,29
Female,52
Male,59
Male,69
Female,71
Male,3
Male,33
Female,43
Male,39
Female,60
Female,54
Male,61
Male,0.24
Female,11
Female,75
Female,64
Female,78
Female,14
Female,66
Male,48
Female,44
Male,30
Male,1.48
Female,61
Female,54
Female,22
Male,47
Female,67
Male,53
Female,45
Female,65
Male,39
Male,57
Female,45
Female,28
Male,30
Female,31
Female,70
Female,17
Male,44
Male,65
Male,6
Male,15
Female,80
Male,54
Female,79
Female,60
Female,12
Female,36
Female,54
Male,63
Female,2
Female,28
Female,38
Male,37
Male,80
Male,43
Male,60
Female,66
Female,45
Female,29
Male,4
Female,48
Female,68
Female,57
Female,29
Female,30
Female,47
Female,73
Female,66
Female,39
Male,66
Female,52
Female,34
Female,79
Female,39
Male,61
Female,26
Female,37
Female,66
Female,16
Female,51
Male,15
Male,1.72
Male,60
Male,66
Female,75
Female,40
Female,52
Female,13
Female,44
Female,37
Male,2
Female,48
Female,81
Female,76
Female,58
Female,11
Female,9
Male,54
Female,37
Female,16
Male,11
Female,32
Female,26
Female,21
Female,45
Female,40
Female,41
Female,71
Male,16
Female,7
Female,27
Female,22
Female,79
Female,38
Female,64
Male,4
Female,23
Male,35
Male,66
Male,34
Female,19
Male,73
Female,70
Female,45
Female,34
Male,81
Female,0.72
Male,13
Male,57
Female,38
Male,21
Female,38
Female,41
Female,26
Female,48
Male,18
Male,66
Female,27
Female,18
Female,20
Male,11
Female,7
Female,54
Male,43
Female,61
Male,31
Female,40
Female,71
Female,57
Female,13
Female,21
Female,63
Male,7
Female,78
Female,66
Male,41
Male,11
Male,55
Female,42
Male,51
Female,79
Male,28
Female,73
Female,42
Female,37
Male,78
Female,74
Female,59
Female,78
Female,82
Male,71
Female,19
Male,18
Female,53
Female,62
Male,3
Female,49
Male,51
Female,53
Female,10
Male,54
Female,40
Female,3
Female,12
Male,56
Female,43
Female,28
Male,28
Male,56
Female,14
Female,63
Female,29
Female,48
Male,47
Male,63
Male,40
Female,40
Male,55
Female,43
Female,59
Female,78
Female,27
Female,49
Male,14
Female,17
Male,42
Female,36
Male,19
Male,55
Female,8
Female,56
Male,54
Male,15
Female,43
Male,52
Female,62
Male,54
Male,60
Male,7
Male,3
Female,39
Male,60
Female,60
Female,46
Male,26
Female,12
Male,16
Female,2
Female,82
Female,32
Female,62
Female,75
Female,81
Female,37
Female,28
Female,25
Male,44
Female,11
Male,54
Male,52
Female,43
Female,56
Female,37
Male,60
Female,4
Female,51
Male,82
Female,56
Female,60
Male,35
Female,32
Female,45
Male,10
Female,68
Female,51
Male,8
Female,63
Male,4
Female,33
Female,56
Male,49
Female,30
Male,16
Female,1.8
Male,54
Male,49
Female,17
Male,11
Male,51
Male,74
Female,42
Female,69
Female,22
Female,25
Male,17
Male,64
Female,50
Male,52
Female,65
Female,37
Female,31
Female,52
Female,56
Female,43
Male,11
Female,2
Female,16
Male,23
Female,40
Male,15
Male,48
Male,33
Male,46
Female,53
Male,68
Male,60
Male,57
Female,51
Female,0.4
Female,76
Female,46
Female,23
Male,9
Female,53
Male,4
Female,62
Male,37
Female,82
Female,33
Male,3
Male,14
Male,16
Male,40
Female,18
Female,29
Female,56
Male,33
Male,2
Male,36
Male,30
Female,31
Male,16
Male,58
Female,19
Male,47
Male,59
Female,40
Female,26
Female,17
Female,30
Female,19
Female,78
Female,55
Male,59
Male,57
Male,33
Female,35
Male,32
Female,55
Male,28
Male,25
Female,45
Female,34
Male,33
Male,65
Female,62
Male,36
Male,31
Male,54
Female,53
Female,44
Male,77
Female,67
Female,48
Male,42
Male,72
Male,49
Female,1.32
Female,45
Female,63
Female,33
Male,32
Female,0.48
Female,63
Male,70
Female,57
Male,8
Male,54
Male,37
Male,59
Female,78
Female,59
Female,10
Male,21
Male,2
Female,55
Female,20
Female,38
Female,33
Male,14
Male,32
Female,32
Female,68
Male,70
Female,24
Male,44
Male,39
Female,81
Male,19
Female,69
Female,42
Male,8
Male,8
Female,28
Female,66
Female,66
Female,47
Female,78
Female,65
Male,78
Female,68
Female,78
Female,65
Female,70
Female,59
Male,31
Female,32
Male,5
Male,55
Female,61
Female,48
Female,1.16
Female,50
Male,63
Male,67
Female,43
Male,59
Male,47
Male,50
Male,51
Male,44
Female,39
Female,24
Male,62
Female,61
Female,78
Male,15
Female,23
Male,79
Male,57
Female,70
Male,9
Male,55
Female,82
Female,19
Male,41
Female,79
Female,23
Female,77
Female,78
Female,24
Female,81
Female,46
Female,29
Female,59
Male,41
Female,17
Female,8
Female,23
Female,45
Male,67
Female,78
Male,18
Female,35
Female,54
Female,71
Female,24
Male,60
Male,75
Male,48
Male,62
Female,20
Male,69
Female,60
Female,12
Female,28
Female,55
Female,70
Female,51
Female,16
Male,56
Male,52
Female,59
Female,9
Female,34
Female,47
Male,46
Male,49
Male,10
Female,76
Male,82
Female,3
Female,76
Male,16
Female,44
Female,17
Female,73
Male,31
Male,17
Female,18
Male,73
Female,8
Male,42
Female,40
Male,79
Male,53
Female,58
Female,48
Female,17
Female,23
Male,9
Female,81
Female,16
Male,21
Male,29
Male,8
Female,39
Male,37
Female,64
Male,9
Male,17
Male,8
Male,62
Male,73
Male,48
Male,17
Female,10
Female,74
Male,62
Male,5
Female,43
Female,39
Female,37
Male,15
Female,36
Male,34
Male,75
Male,53
Female,61
Female,45
Female,17
Female,17
Female,19
Female,54
Female,51
Female,44
Female,82
Female,49
Female,34
Female,63
Female,79
Female,81
Female,14
Female,31
Male,57
Male,32
Male,66
Female,22
Female,1.32
Female,20
Female,41
Female,48
Male,49
Male,73
Male,19
Female,51
Male,1.08
Female,31
Male,4
Male,1.8
Male,44
Female,4
Male,55
Female,34
Female,30
Female,7
Male,75
Male,14
Female,61
Female,55
Female,14
Female,36
Female,57
Female,20
Male,32
Female,43
Male,43
Female,1.08
Female,49
Female,53
Female,18
Female,13
Male,5
Female,37
Male,49
Female,45
Female,50
Female,12
Male,12
Female,5
Male,39
Female,41
Female,41
Female,47
Female,57
Male,16
Male,3
Female,65
Female,80
Female,58
Female,74
Female,62
Male,33
Female,21
Female,17
Female,49
Female,24
Female,56
Female,26
Male,54
Female,42
Female,34
Female,56
Female,39
Female,77
Female,12
Male,65
Male,7
Male,25
Female,31
Female,14
Female,5
Female,60
Female,53
Male,55
Female,69
Female,39
Female,0.32
Female,34
Female,80
Male,20
Female,45
Female,41
Male,54
Male,23
Male,75
Male,36
Female,75
Male,72
Female,47
Female,15
Male,40
Female,71
Male,38
Female,10
Male,11
Male,0.72
Male,9
Female,53
Male,28
Female,81
Male,1.32
Male,16
Male,24
Female,62
Female,62
Female,59
Female,19
Female,51
Male,38
Female,26
Male,13
Male,4
Male,55
Female,44
Female,31
Male,58
Female,17
Female,23
Male,51
Female,46
Female,81
Male,38
Female,50
Female,34
Male,60
Female,50
Female,49
Female,2
Male,47
Female,34
Female,22
Female,11
Male,54
Female,60
Male,3
Female,46
Male,30
Female,63
Female,50
Male,65
Male,78
Female,36
Female,18
Female,44
Female,4
Female,60
Female,19
Male,15
Male,20
Male,76
Male,31
Female,39
Male,58
Male,64
Female,79
Female,11
Male,4
Female,43
Female,44
Female,37
Female,34
Female,59
Female,40
Female,8
Female,24
Male,18
Male,20
Female,70
Female,68
Male,17
Female,17
Female,21
Female,38
Female,59
Female,79
Female,50
Female,72
Female,54
Female,44
Female,48
Male,29
Female,44
Female,61
Female,58
Female,81
Male,29
Male,5
Female,35
Female,40
Female,37
Male,33
Female,35
Female,38
Female,26
Male,10
Female,72
Male,21
Female,20
Female,1.24
Female,26
Female,79
Female,78
Male,56
Female,46
Male,55
Male,41
Male,30
Male,53
Male,32
Male,38
Male,33
Female,44
Male,44
Female,51
Male,40
Female,41
Male,5
Female,42
Female,6
Female,46
Female,47
Female,25
Female,40
Female,49
Male,21
Female,61
Male,78
Male,41
Female,82
Male,39
Male,70
Female,31
Female,37
Male,21
Male,80
Female,21
Female,5
Male,81
Female,35
Female,24
Female,52
Male,70
Female,34
Male,17
Female,8
Male,1.72
Female,29
Male,55
Female,44
Female,19
Male,67
Female,72
Female,51
Female,63
Female,64
Female,0.72
Male,26
Male,59
Male,76
Female,45
Male,13
Male,1.08
Male,57
Male,68
Male,9
Male,40
Male,82
Female,45
Female,57
Female,18
Female,13
Female,80
Female,81
Female,35
Male,51
Female,44
